t,X1,Y1,X2,Y2,x_1,y_1,x_2,y_2
1.2202450980392157,1354,702,993,857,390.5,48,29.5,-107
1.2369607843137256,1352,692,983,826,388.5,58,19.5,-76
1.2536764705882353,1351,688,978,813,387.5,62,14.5,-63
1.2703921568627452,1352,680,968,769,388.5,70,4.5,-19
1.287107843137255,1351,673,961,739,387.5,77,-2.5,11
1.3038235294117648,1351,669,960,719,387.5,81,-3.5,31
1.3205392156862743,1349,668,958,702,385.5,82,-5.5,48
1.3372549019607844,1349,665,956,665,385.5,85,-7.5,85
1.353970588235294,1347,661,954,636,383.5,89,-9.5,114
1.3706862745098038,1348,658,957,615,384.5,92,-6.5,135
1.3874019607843138,1344,657,960,594,380.5,93,-3.5,156
1.4041176470588237,1344,656,964,576,380.5,94,0.5,174
1.4208333333333334,1344,656,964,567,380.5,94,0.5,183
1.437549019607843,1344,657,972,544,380.5,93,8.5,206
1.454264705882353,1346,660,976,528,382.5,90,12.5,222
1.4709803921568627,1346,664,988,505,382.5,86,24.5,245
1.4876960784313726,1346,665,995,490,382.5,85,31.5,260
1.5044117647058823,1348,668,1005,476,384.5,82,41.5,274
1.5211274509803925,1349,672,1015,468,385.5,78,51.5,282
1.537843137254902,1352,673,1019,460,388.5,77,55.5,290
1.554558823529412,1351,681,1033,449,387.5,69,69.5,301
1.5712745098039216,1352,683,1039,447,388.5,67,75.5,303
1.5879901960784315,1352,692,1055,434,388.5,58,91.5,316
1.6047058823529412,1352,699,1068,432,388.5,51,104.5,318
1.621421568627451,1352,708,1080,429,388.5,42,116.5,321
1.6381372549019608,1352,711,1085,429,388.5,39,121.5,321
1.6548529411764703,1356,728,1103,428,392.5,22,139.5,322
1.6715686274509804,1357,738,1114,429,393.5,12,150.5,321
1.68828431372549,1356,751,1129,432,392.5,-1,165.5,318
1.705,1357,759,1140,433,393.5,-9,176.5,317
1.7217156862745098,1356,768,1146,436,392.5,-18,182.5,314
1.7384313725490197,1355,787,1167,445,391.5,-37,203.5,305
1.7551470588235294,1352,800,1177,450,388.5,-50,213.5,300
1.771862745098039,1352,810,1185,458,388.5,-60,221.5,292
1.788578431372549,1345,836,1206,468,381.5,-86,242.5,282
1.805294117647059,1344,848,1218,480,380.5,-98,254.5,270
1.8220098039215689,1336,869,1229,492,372.5,-119,265.5,258
1.8387254901960783,1332,889,1244,506,368.5,-139,280.5,244
1.8554411764705885,1326,903,1255,520,362.5,-153,291.5,230
1.872156862745098,1313,927,1272,536,349.5,-177,308.5,214
1.888872549019608,1305,944,1286,553,341.5,-194,322.5,197
1.9055882352941176,1294,968,1298,574,330.5,-218,334.5,176
1.9223039215686275,1281,983,1312,592,317.5,-233,348.5,158
1.9390196078431372,1263,1002,1325,615,299.5,-252,361.5,135
1.9557352941176471,1247,1019,1338,640,283.5,-269,374.5,110
1.9724509803921568,1231,1036,1352,662,267.5,-286,388.5,88
1.9891666666666667,1222,1046,1360,676,258.5,-296,396.5,74
2.0058823529411764,1193,1071,1377,720,229.5,-321,413.5,30
2.022598039215686,1176,1082,1386,748,212.5,-332,422.5,2
2.0393137254901963,1158,1092,1398,782,194.5,-342,434.5,-32
2.056029411764706,1140,1100,1408,816,176.5,-350,444.5,-66
2.0727450980392157,1130,1105,1414,837,166.5,-355,450.5,-87
2.0894607843137254,1102,1119,1426,898,138.5,-369,462.5,-148
2.1061764705882355,1089,1121,1431,935,125.5,-371,467.5,-185
2.1228921568627452,1072,1127,1435,982,108.5,-377,471.5,-232
2.139607843137255,1066,1131,1437,1007,102.5,-381,473.5,-257
2.1563235294117646,1047,1133,1436,1073,83.5,-383,472.5,-323
2.1730392156862743,1041,1136,1431,1126,77.5,-386,467.5,-376
2.1897549019607845,1033,1135,1424,1180,69.5,-385,460.5,-430
2.206470588235294,1031,1136,1415,1224,67.5,-386,451.5,-474
2.223186274509804,1032,1136,1398,1281,68.5,-386,434.5,-531
2.2399019607843136,1034,1136,1391,1303,70.5,-386,427.5,-553
2.2566176470588237,1048,1135,1357,1377,84.5,-385,393.5,-627
2.2733333333333334,1064,1129,1323,1424,100.5,-379,359.5,-674
2.290049019607843,1083,1123,1281,1463,119.5,-373,317.5,-713
2.306764705882353,1105,1118,1233,1487,141.5,-368,269.5,-737
2.323480392156863,1128,1108,1184,1495,164.5,-358,220.5,-745
2.3401960784313727,1139,1101,1135,1493,175.5,-351,171.5,-743
2.3569117647058824,1147,1095,1102,1488,183.5,-345,138.5,-738
2.373627450980392,1159,1091,1023,1460,195.5,-341,59.5,-710
2.390343137254902,1160,1089,969,1433,196.5,-339,5.5,-683
2.407058823529412,1159,1091,926,1408,195.5,-341,-37.5,-658
2.4237745098039216,1149,1096,870,1373,185.5,-346,-93.5,-623
2.4404901960784313,1141,1100,833,1345,177.5,-350,-130.5,-595
2.457205882352941,1127,1107,793,1313,163.5,-357,-170.5,-563
2.473921568627451,1110,1114,753,1279,146.5,-364,-210.5,-529
2.490637254901961,1089,1122,716,1245,125.5,-372,-247.5,-495
2.5073529411764706,1069,1127,687,1214,105.5,-377,-276.5,-464
2.5240686274509803,1042,1134,651,1180,78.5,-384,-312.5,-430
2.5407843137254904,1030,1137,640,1168,66.5,-387,-323.5,-418
2.5575,980,1143,589,1116,16.5,-393,-374.5,-366
2.57421568627451,967,1142,576,1103,3.5,-392,-387.5,-353
2.5909313725490195,922,1143,535,1059,-41.5,-393,-428.5,-309
2.6076470588235297,905,1138,526,1048,-58.5,-388,-437.5,-298
2.6243627450980394,860,1129,485,1007,-103.5,-379,-478.5,-257
2.641078431372549,825,1117,459,982,-138.5,-367,-504.5,-232
2.6577941176470588,799,1105,437,958,-164.5,-355,-526.5,-208
2.674509803921569,767,1089,405,933,-196.5,-339,-558.5,-183
2.6912254901960786,741,1073,384,913,-222.5,-323,-579.5,-163
2.7079411764705883,715,1055,358,896,-248.5,-305,-605.5,-146
2.724656862745098,695,1035,338,879,-268.5,-285,-625.5,-129
2.7413725490196077,673,1012,310,860,-290.5,-262,-653.5,-110
2.758088235294118,654,991,290,845,-309.5,-241,-673.5,-95
2.7748039215686275,643,976,276,840,-320.5,-226,-687.5,-90
2.7915196078431372,620,937,245,817,-343.5,-187,-718.5,-67
2.808235294117647,608,908,226,806,-355.5,-158,-737.5,-56
2.824950980392157,593,878,209,797,-370.5,-128,-754.5,-47
2.841666666666667,584,849,199,790,-379.5,-99,-764.5,-40
2.8583823529411765,575,817,184,783,-388.5,-67,-779.5,-33
2.875098039215686,576,802,183,780,-387.5,-52,-780.5,-30
2.8918137254901963,572,753,181,775,-391.5,-3,-782.5,-25
2.908529411764706,574,720,183,772,-389.5,30,-780.5,-22
2.9252450980392157,577,688,191,768,-386.5,62,-772.5,-18
2.9419607843137254,582,661,205,768,-381.5,89,-758.5,-18
2.958676470588235,589,640,217,765,-374.5,110,-746.5,-15
2.9753921568627453,592,626,226,764,-371.5,124,-737.5,-14
2.992107843137255,605,596,251,763,-358.5,154,-712.5,-13
3.0088235294117647,611,579,266,764,-352.5,171,-697.5,-14
3.0255392156862744,624,559,288,764,-339.5,191,-675.5,-14
3.0422549019607845,631,548,304,767,-332.5,202,-659.5,-17
3.058970588235294,633,539,312,767,-330.5,211,-651.5,-17
3.075686274509804,642,528,331,770,-321.5,222,-632.5,-20
3.0924019607843136,651,513,360,775,-312.5,237,-603.5,-25
3.109117647058824,658,506,379,779,-305.5,244,-584.5,-29
3.1258333333333335,663,496,399,785,-300.5,254,-564.5,-35
3.142549019607843,672,492,421,791,-291.5,258,-542.5,-41
3.159264705882353,674,487,439,800,-289.5,263,-524.5,-50
3.175980392156863,677,481,452,804,-286.5,269,-511.5,-54
3.1926960784313727,684,476,483,817,-279.5,274,-480.5,-67
3.2094117647058824,685,475,503,824,-278.5,275,-460.5,-74
3.226127450980392,687,475,530,834,-276.5,275,-433.5,-84
3.242843137254902,687,475,550,842,-276.5,275,-413.5,-92
3.259558823529412,685,476,570,849,-278.5,274,-393.5,-99
3.2762745098039217,685,477,585,856,-278.5,273,-378.5,-106
3.2929901960784314,680,480,607,866,-283.5,270,-356.5,-116
3.309705882352941,672,488,642,879,-291.5,262,-321.5,-129
3.326421568627451,667,495,664,887,-296.5,255,-299.5,-137
3.343137254901961,659,503,691,894,-304.5,247,-272.5,-144
3.3598529411764706,650,515,715,903,-313.5,235,-248.5,-153
3.3765686274509803,640,527,737,906,-323.5,223,-226.5,-156
3.3932843137254904,638,533,746,908,-325.5,217,-217.5,-158
3.41,623,560,780,916,-340.5,190,-183.5,-166
3.42671568627451,611,580,801,918,-352.5,170,-162.5,-168
3.4434313725490195,601,601,823,924,-362.5,149,-140.5,-174
3.4601470588235297,594,624,841,927,-369.5,126,-122.5,-177
3.4768627450980394,585,651,862,930,-378.5,99,-101.5,-180
3.493578431372549,580,677,877,933,-383.5,73,-86.5,-183
3.510294117647059,575,695,887,935,-388.5,55,-76.5,-185
3.5270098039215685,573,743,913,940,-390.5,7,-50.5,-190
3.543725490196078,574,779,928,945,-389.5,-29,-35.5,-195
3.5604411764705883,576,810,943,949,-387.5,-60,-20.5,-199
3.577156862745098,583,847,959,956,-380.5,-97,-4.5,-206
3.5938725490196077,595,883,978,965,-368.5,-133,14.5,-215
3.610588235294118,600,899,986,971,-363.5,-149,22.5,-221
3.627303921568627,625,948,1016,986,-338.5,-198,52.5,-236
3.6440196078431377,646,980,1038,999,-317.5,-230,74.5,-249
3.660735294117647,668,1008,1058,1011,-295.5,-258,94.5,-261
3.677450980392157,693,1034,1088,1028,-270.5,-284,124.5,-278
3.694166666666667,722,1059,1114,1042,-241.5,-309,150.5,-292
3.710882352941177,734,1069,1126,1050,-229.5,-319,162.5,-300
3.727598039215686,778,1095,1169,1077,-185.5,-345,205.5,-327
3.744313725490196,810,1111,1202,1096,-153.5,-361,238.5,-346
3.761029411764706,838,1121,1231,1113,-125.5,-371,267.5,-363
3.777745098039216,872,1133,1265,1134,-91.5,-383,301.5,-384
3.7944607843137255,887,1135,1282,1143,-76.5,-385,318.5,-393
3.811176470588235,924,1140,1311,1167,-39.5,-390,347.5,-417
3.8278921568627458,973,1143,1362,1203,9.5,-393,398.5,-453
3.844607843137255,1012,1142,1393,1228,48.5,-392,429.5,-478
3.8613235294117647,1045,1137,1421,1250,81.5,-387,457.5,-500
3.8780392156862744,1085,1122,1447,1280,121.5,-372,483.5,-530
3.894754901960785,1111,1117,1460,1292,147.5,-367,496.5,-542
3.9114705882352943,1167,1086,1479,1321,203.5,-336,515.5,-571
3.928186274509804,1211,1055,1484,1338,247.5,-305,520.5,-588
3.9449019607843137,1247,1024,1477,1340,283.5,-274,513.5,-590
3.961617647058824,1280,985,1457,1332,316.5,-235,493.5,-582
3.9783333333333335,1294,960,1447,1324,330.5,-210,483.5,-574
3.995049019607843,1323,907,1409,1294,359.5,-157,445.5,-544
4.011764705882353,1335,880,1386,1269,371.5,-130,422.5,-519
4.028480392156863,1344,848,1359,1241,380.5,-98,395.5,-491
4.045196078431372,1350,819,1332,1212,386.5,-69,368.5,-462
4.061911764705882,1352,796,1305,1184,388.5,-46,341.5,-434
4.078627450980393,1356,785,1293,1172,392.5,-35,329.5,-422
4.095343137254902,1356,754,1257,1134,392.5,-4,293.5,-384
4.112058823529412,1356,734,1232,1105,392.5,16,268.5,-355
4.128774509803922,1355,716,1206,1078,391.5,34,242.5,-328
4.145490196078431,1353,708,1194,1067,389.5,42,230.5,-317
4.162205882352941,1351,687,1157,1028,387.5,63,193.5,-278
4.178921568627451,1349,673,1131,1000,385.5,77,167.5,-250
4.1956372549019605,1344,662,1107,972,380.5,88,143.5,-222
4.212352941176471,1344,652,1084,947,380.5,98,120.5,-197
4.229068627450981,1345,650,1073,935,381.5,100,109.5,-185
4.2457843137254905,1341,643,1045,900,377.5,107,81.5,-150
4.2625,1342,641,1025,873,378.5,109,61.5,-123
4.27921568627451,1338,639,1013,856,374.5,111,49.5,-106
4.29593137254902,1339,639,993,817,375.5,111,29.5,-67
4.312647058823529,1340,639,980,793,376.5,111,16.5,-43
4.329362745098039,1341,641,973,778,377.5,109,9.5,-28
4.346078431372549,1341,645,960,742,377.5,105,-3.5,8
4.362794117647059,1344,651,957,714,380.5,99,-6.5,36
4.379509803921569,1346,657,954,687,382.5,93,-9.5,63
4.396225490196079,1347,663,954,663,383.5,87,-9.5,87
4.412941176470588,1349,670,957,640,385.5,80,-6.5,110
4.429656862745098,1351,679,961,618,387.5,71,-2.5,132
4.446372549019608,1351,681,968,605,387.5,69,4.5,145
4.4630882352941175,1352,688,973,587,388.5,62,9.5,163
4.479803921568627,1352,703,988,560,388.5,47,24.5,190
4.496519607843138,1355,710,999,544,391.5,40,35.5,206
4.5132352941176475,1357,720,1012,529,393.5,30,48.5,221
4.529950980392157,1356,728,1025,518,392.5,22,61.5,232
4.546666666666667,1359,740,1040,504,395.5,10,76.5,246
4.563382352941177,1356,750,1058,495,392.5,0,94.5,255
4.580098039215686,1357,756,1066,492,393.5,-6,102.5,258
4.596813725490196,1357,773,1093,482,393.5,-23,129.5,268
4.613529411764706,1357,777,1099,481,393.5,-27,135.5,269
4.630245098039215,1353,796,1126,476,389.5,-46,162.5,274
4.646960784313726,1352,809,1146,476,388.5,-59,182.5,274
4.663676470588236,1351,820,1164,476,387.5,-70,200.5,274
4.680392156862745,1347,836,1184,478,383.5,-86,220.5,272
4.697107843137255,1346,842,1197,480,382.5,-92,233.5,270
4.713823529411765,1341,855,1216,484,377.5,-105,252.5,266
4.7305392156862744,1334,878,1244,497,370.5,-128,280.5,253
4.747254901960784,1332,884,1257,501,368.5,-134,293.5,249
4.763970588235294,1325,907,1285,517,361.5,-157,321.5,233
4.780686274509804,1318,921,1307,529,354.5,-171,343.5,221
4.797401960784314,1311,937,1327,545,347.5,-187,363.5,205
4.814117647058824,1305,944,1336,550,341.5,-194,372.5,200
4.8308333333333335,1293,964,1367,579,329.5,-214,403.5,171
4.847549019607843,1284,978,1389,601,320.5,-228,425.5,149
4.864264705882353,1273,993,1407,621,309.5,-243,443.5,129
4.880980392156863,1264,1003,1427,648,300.5,-253,463.5,102
4.897696078431372,1252,1015,1449,676,288.5,-265,485.5,74
4.914411764705882,1248,1022,1455,690,284.5,-272,491.5,60
4.931127450980393,1232,1037,1484,735,268.5,-287,520.5,15
